customer_id,account_age_days,total_orders,total_returns,return_rate,avg_days_to_return,avg_order_value,high_value_return_ratio,payment_method,preferred_category,complaints_filed,refund_to_wallet_pref,is_risky_return
CUST12291,76,10,2,0.198,11.42,3326.46,0.492,UPI,Mobiles,2,0,0
CUST12292,234,6,2,0.263,9.52,1016.94,0.571,COD,Footwear,0,0,1
CUST12293,499,12,4,0.317,5.24,915.58,0.16,UPI,Footwear,0,0,1
CUST12294,45,10,1,0.139,9.04,6261.06,0.537,UPI,Beauty,0,0,0
CUST12295,296,9,2,0.199,6.66,652.25,0.021,UPI,Footwear,1,1,0
CUST12296,16,4,0,0.078,4.41,2735.07,0.205,COD,Footwear,2,1,0
CUST12297,523,9,6,0.677,1.52,2442.07,0.448,Debit Card,Beauty,1,1,1
CUST12298,262,7,1,0.125,8.74,1727.79,0.165,COD,Fashion,0,0,0
CUST12299,144,5,1,0.104,8.54,2482.85,0.115,Wallet,Beauty,2,0,0
CUST12300,79,4,0,0.095,10.21,1803.45,0.444,Credit Card,Footwear,0,1,0
CUST12301,22,7,1,0.074,9.38,3671.74,0.051,UPI,Footwear,0,0,0
CUST12302,11,7,1,0.186,4.86,3227.25,0.18,COD,Footwear,1,0,0
CUST12303,158,5,3,0.594,1.95,438.19,0.781,COD,Home & Kitchen,2,1,1
CUST12304,491,9,0,0.033,7.82,1884.2,0.251,UPI,Fashion,0,0,0
CUST12305,1279,7,0,0.035,10.83,2351.25,0.077,UPI,Electronics,0,1,0
CUST12306,171,5,0,0.053,6.82,1486.63,0.194,UPI,Electronics,0,1,0
CUST12307,110,9,1,0.076,2.72,1277.07,0.127,UPI,Home & Kitchen,1,0,0
CUST12308,359,9,1,0.061,10.82,1403.32,0.252,UPI,Home & Kitchen,0,0,0
CUST12309,122,9,1,0.159,11.0,1460.54,0.153,UPI,Beauty,0,1,0
CUST12310,794,12,1,0.062,7.62,733.03,0.192,Debit Card,Mobiles,0,0,0
CUST12311,553,5,0,0.099,7.62,2170.04,0.227,UPI,Fashion,1,0,0
CUST12312,44,10,1,0.055,11.39,3683.78,0.116,UPI,Electronics,0,0,0
CUST12313,36,5,0,0.074,6.16,1736.56,0.332,COD,Footwear,0,1,0
CUST12314,855,9,3,0.308,2.76,1952.59,0.135,COD,Beauty,0,0,1
CUST12315,195,9,1,0.064,10.81,2387.71,0.312,COD,Fashion,0,0,0
CUST12316,1500,10,2,0.15,9.98,936.48,0.139,UPI,Footwear,0,0,0
CUST12317,121,7,2,0.344,6.85,1019.17,0.365,Debit Card,Home & Kitchen,0,1,1
CUST12318,88,9,1,0.077,7.73,791.09,0.409,Wallet,Books,0,0,0
CUST12319,789,8,1,0.078,6.23,3753.36,0.128,Wallet,Footwear,0,0,0
CUST12320,666,10,2,0.185,2.9,5260.16,0.305,Credit Card,Beauty,0,0,0
CUST12321,653,7,0,0.04,4.96,1827.77,0.565,UPI,Home & Kitchen,0,0,0
CUST12322,24,9,6,0.681,2.09,3726.63,0.491,Credit Card,Mobiles,1,1,1
CUST12323,10,11,3,0.242,8.12,1288.13,0.479,UPI,Home & Kitchen,0,0,1
CUST12324,193,9,2,0.183,7.36,1906.06,0.341,Credit Card,Fashion,0,0,0
CUST12325,253,6,0,0.05,8.8,2717.88,0.229,Wallet,Beauty,0,0,0
CUST12326,88,10,1,0.089,8.49,1317.28,0.501,Credit Card,Home & Kitchen,0,0,0
CUST12327,412,6,0,0.058,3.63,2909.25,0.274,Credit Card,Home & Kitchen,0,0,0
CUST12328,341,5,1,0.107,10.76,846.38,0.409,COD,Footwear,0,0,0
CUST12329,151,11,1,0.063,11.08,4577.57,0.304,COD,Electronics,1,0,0
CUST12330,108,11,1,0.062,11.27,1005.41,0.134,Debit Card,Fashion,0,0,0
CUST12331,391,13,1,0.099,9.6,2142.62,0.06,COD,Home & Kitchen,0,0,0
CUST12332,231,5,0,0.059,13.18,818.74,0.332,COD,Footwear,1,1,0
CUST12333,31,7,1,0.091,7.42,1338.81,0.25,COD,Footwear,0,1,0
CUST12334,137,5,1,0.175,6.2,1370.99,0.228,UPI,Electronics,1,0,0
CUST12335,227,12,6,0.515,2.17,1521.81,0.142,UPI,Footwear,0,1,1
CUST12336,512,10,3,0.25,7.75,1685.3,0.221,COD,Beauty,0,1,1
CUST12337,167,9,1,0.12,6.29,1031.61,0.51,Wallet,Books,1,0,0
CUST12338,117,5,1,0.241,0.5,1550.7,0.185,Credit Card,Electronics,0,0,1
CUST12339,200,5,1,0.237,2.89,1093.65,0.146,Wallet,Home & Kitchen,0,1,1
CUST12340,87,8,1,0.178,6.5,3464.32,0.609,COD,Fashion,0,0,0
CUST12341,1359,8,7,0.844,1.83,644.72,0.507,COD,Electronics,1,1,1
CUST12342,59,9,0,0.0,5.63,1235.65,0.577,Credit Card,Footwear,0,1,0
CUST12343,383,9,2,0.253,3.87,1869.52,0.078,Credit Card,Fashion,1,0,1
CUST12344,598,6,2,0.264,6.42,1762.98,0.307,COD,Electronics,0,0,1
CUST12345,171,6,4,0.637,2.95,2853.06,0.382,Wallet,Books,2,1,1
CUST12346,297,9,1,0.076,11.71,1887.32,0.388,Debit Card,Footwear,0,0,0
CUST12347,256,11,8,0.686,1.34,1051.48,0.752,UPI,Home & Kitchen,2,1,1
CUST12348,389,7,0,0.061,7.42,3255.01,0.478,Credit Card,Fashion,0,1,0
CUST12349,200,5,0,0.047,10.16,2996.13,0.27,Credit Card,Home & Kitchen,0,0,0
CUST12350,525,8,2,0.255,7.67,2751.86,0.209,COD,Fashion,0,1,1
CUST12351,52,5,0,0.067,9.9,949.85,0.114,COD,Fashion,0,1,0
CUST12352,51,8,3,0.386,1.8,3625.37,0.033,COD,Mobiles,0,0,1
CUST12353,148,8,2,0.282,8.31,2004.51,0.207,Debit Card,Electronics,2,0,1
CUST12354,56,7,1,0.198,14.19,2811.3,0.153,Credit Card,Fashion,0,0,0
CUST12355,84,13,2,0.167,0.97,1329.46,0.297,Debit Card,Mobiles,2,1,0
CUST12356,82,9,3,0.368,2.58,1269.39,0.836,UPI,Beauty,1,1,1
CUST12357,452,5,0,0.033,11.87,1651.15,0.08,Credit Card,Footwear,0,0,0
CUST12358,82,7,2,0.268,7.86,2550.44,0.397,Credit Card,Fashion,0,0,1
CUST12359,562,12,3,0.287,8.64,1042.47,0.336,Wallet,Electronics,0,1,1
CUST12360,55,12,1,0.086,6.84,2127.89,0.116,Wallet,Footwear,0,0,0
CUST12361,90,6,0,0.008,6.77,2288.68,0.123,COD,Footwear,0,0,0
CUST12362,642,4,0,0.074,8.88,2510.76,0.293,Credit Card,Fashion,0,1,0
CUST12363,26,2,0,0.064,7.1,1700.51,0.311,Debit Card,Fashion,0,1,0
CUST12364,126,6,1,0.178,8.8,97.75,0.147,Debit Card,Electronics,1,0,0
CUST12365,52,7,0,0.029,10.06,4366.84,0.442,UPI,Mobiles,0,0,0
CUST12366,1373,6,1,0.194,6.77,2083.61,0.268,Debit Card,Fashion,0,0,0
CUST12367,9,9,1,0.085,10.04,811.67,0.514,UPI,Electronics,0,1,0
CUST12368,96,13,4,0.278,6.63,1030.08,0.566,Credit Card,Fashion,0,1,1
CUST12369,231,5,0,0.052,6.02,3269.24,0.51,Credit Card,Electronics,1,1,0
CUST12370,144,5,0,0.08,11.89,1843.96,0.313,UPI,Electronics,0,0,0
CUST12371,1500,5,0,0.076,9.55,1346.33,0.313,UPI,Fashion,1,0,0
CUST12372,129,7,4,0.568,4.08,502.26,0.518,Credit Card,Fashion,3,0,1
CUST12373,284,7,1,0.209,7.03,1632.23,0.126,UPI,Fashion,0,0,0
CUST12374,284,5,1,0.172,6.07,2659.42,0.503,UPI,Footwear,2,1,0
CUST12375,98,5,1,0.169,13.17,2503.25,0.583,COD,Electronics,2,0,0
CUST12376,154,7,2,0.223,2.53,2785.31,0.547,COD,Home & Kitchen,2,0,0
CUST12377,660,13,0,0.009,4.83,2180.41,0.285,COD,Fashion,1,0,0
CUST12378,49,14,4,0.256,7.61,919.26,0.097,Credit Card,Fashion,0,0,1
CUST12379,843,13,0,0.0,9.26,1276.22,0.083,COD,Fashion,0,0,0
CUST12380,41,7,2,0.282,1.42,455.3,0.113,COD,Home & Kitchen,1,0,1
CUST12381,146,6,1,0.119,10.82,3683.69,0.535,Credit Card,Beauty,0,1,0
CUST12382,540,7,2,0.27,4.64,692.17,0.347,Credit Card,Footwear,1,1,1
CUST12383,142,7,2,0.235,5.3,890.49,0.206,Credit Card,Fashion,1,1,1
CUST12384,28,10,3,0.277,4.19,1899.5,0.093,COD,Electronics,0,0,1
CUST12385,83,11,1,0.094,1.68,989.1,0.253,UPI,Fashion,0,1,0
CUST12386,61,6,0,0.011,5.74,854.37,0.077,Debit Card,Home & Kitchen,0,0,0
CUST12387,343,9,2,0.242,3.58,649.83,0.123,UPI,Footwear,2,1,1
CUST12388,515,3,1,0.344,6.81,1656.1,0.334,UPI,Electronics,0,0,1
CUST12389,350,11,2,0.155,5.65,1414.88,0.211,Debit Card,Fashion,0,0,0
CUST12390,347,12,1,0.048,6.66,5614.86,0.191,COD,Beauty,0,0,0
CUST12391,40,9,2,0.224,0.5,968.94,0.074,COD,Footwear,0,0,0
CUST12392,454,8,2,0.26,4.05,3522.93,0.493,Debit Card,Footwear,0,1,1
CUST12393,39,9,1,0.126,7.61,6338.33,0.419,UPI,Books,0,0,0
CUST12394,441,10,3,0.306,2.58,2117.34,0.353,COD,Beauty,0,1,1
CUST12395,136,10,3,0.312,10.09,1099.95,0.371,Credit Card,Electronics,0,0,1
CUST12396,264,6,1,0.114,11.72,1323.9,0.51,COD,Fashion,0,0,0
CUST12397,52,6,2,0.309,3.6,480.01,0.441,COD,Home & Kitchen,1,0,1
CUST12398,112,8,0,0.062,7.6,4121.35,0.367,UPI,Electronics,0,0,0
CUST12399,188,9,1,0.062,11.99,1197.28,0.334,UPI,Mobiles,0,0,0
CUST12400,578,8,1,0.122,12.16,2626.01,0.473,COD,Fashion,1,0,0
CUST12401,592,10,1,0.132,2.85,711.56,0.311,UPI,Fashion,1,0,0
CUST12402,5,5,0,0.049,3.89,1294.33,0.511,COD,Fashion,0,0,0
CUST12403,360,8,0,0.055,10.56,326.67,0.466,Debit Card,Fashion,0,1,0
CUST12404,155,7,4,0.598,1.79,1267.24,0.723,Credit Card,Books,0,1,1
CUST12405,337,6,1,0.099,8.51,3250.08,0.123,UPI,Home & Kitchen,3,0,0
CUST12406,698,10,1,0.117,8.74,1785.15,0.219,Debit Card,Fashion,0,1,0
CUST12407,63,7,1,0.104,6.53,1083.52,0.672,UPI,Fashion,0,0,0
CUST12408,90,8,1,0.065,6.14,2342.96,0.331,Credit Card,Electronics,0,1,0
CUST12409,109,8,2,0.189,3.82,961.41,0.31,Credit Card,Home & Kitchen,0,1,0
CUST12410,249,8,1,0.071,6.97,906.3,0.321,Debit Card,Home & Kitchen,0,1,0
CUST12411,683,7,1,0.08,12.21,3525.42,0.044,Credit Card,Fashion,0,0,0
CUST12412,206,7,4,0.53,2.58,1594.39,0.328,Credit Card,Footwear,0,0,1
CUST12413,42,7,1,0.09,9.26,1514.2,0.199,COD,Beauty,0,1,0
CUST12414,371,9,3,0.322,5.23,503.85,0.131,COD,Fashion,1,0,1
CUST12415,400,5,1,0.112,9.93,1944.21,0.151,UPI,Fashion,0,0,0
CUST12416,533,9,3,0.315,2.21,1105.81,0.154,COD,Fashion,0,0,1
CUST12417,138,5,0,0.026,10.07,4342.78,0.186,UPI,Footwear,1,0,0
CUST12418,11,6,2,0.273,8.04,615.59,0.072,UPI,Fashion,0,1,1
CUST12419,25,7,1,0.177,6.04,1750.27,0.163,Credit Card,Home & Kitchen,0,0,0
CUST12420,534,7,5,0.757,1.75,543.93,0.777,UPI,Books,3,0,1
CUST12421,121,8,2,0.261,2.21,1068.18,0.032,COD,Beauty,0,0,1
CUST12422,327,8,0,0.061,5.94,779.58,0.116,COD,Mobiles,0,0,0
CUST12423,305,8,1,0.124,7.36,969.29,0.583,COD,Footwear,0,1,0
CUST12424,14,8,1,0.107,5.41,3262.23,0.213,COD,Books,2,0,0
CUST12425,161,12,0,0.041,2.63,5213.84,0.234,COD,Home & Kitchen,0,0,0
CUST12426,217,7,1,0.125,14.14,1707.97,0.597,COD,Books,0,1,0
CUST12427,125,8,1,0.185,6.67,3323.7,0.514,COD,Electronics,0,0,0
CUST12428,145,6,1,0.133,6.21,959.65,0.301,UPI,Home & Kitchen,0,0,0
CUST12429,176,5,1,0.128,5.88,1295.04,0.277,Credit Card,Footwear,0,0,0
CUST12430,14,7,0,0.064,9.15,427.79,0.478,Wallet,Electronics,0,1,0
CUST12431,15,4,0,0.097,4.8,4298.11,0.022,Credit Card,Books,1,1,0
CUST12432,186,6,1,0.128,11.39,3728.6,0.561,UPI,Footwear,0,0,0
CUST12433,118,10,1,0.129,7.99,2798.47,0.375,COD,Beauty,0,0,0
CUST12434,573,6,1,0.223,4.15,1508.36,0.433,COD,Home & Kitchen,0,0,0
CUST12435,232,8,2,0.265,11.97,2728.13,0.311,UPI,Electronics,0,1,1
CUST12436,198,5,1,0.288,1.94,365.93,0.145,UPI,Electronics,0,0,1
CUST12437,79,6,0,0.06,15.64,766.48,0.755,Debit Card,Electronics,0,0,0
CUST12438,592,12,2,0.144,8.13,3772.48,0.118,COD,Home & Kitchen,0,0,0
CUST12439,37,9,1,0.117,1.74,1606.81,0.13,UPI,Fashion,0,0,0
CUST12440,344,10,1,0.087,5.18,1412.5,0.255,Debit Card,Fashion,0,0,0
CUST12441,597,8,0,0.048,5.38,2655.68,0.135,COD,Fashion,0,0,0
CUST12442,1500,8,0,0.005,7.99,1986.9,0.478,Debit Card,Beauty,0,0,0
CUST12443,329,10,4,0.434,3.51,142.24,0.499,Debit Card,Home & Kitchen,2,0,1
CUST12444,412,2,1,0.316,8.52,2293.39,0.177,COD,Fashion,0,0,1
CUST12445,15,6,0,0.067,7.61,1757.68,0.149,Debit Card,Books,1,0,0
CUST12446,170,9,3,0.374,3.55,2118.05,0.319,COD,Electronics,1,1,1
CUST12447,720,16,3,0.189,10.25,631.68,0.113,Debit Card,Fashion,0,0,0
CUST12448,143,7,0,0.069,6.87,1794.78,0.173,UPI,Footwear,1,0,0
CUST12449,95,8,4,0.525,1.79,1553.19,0.524,COD,Fashion,2,1,1
CUST12450,19,4,2,0.576,4.47,1829.68,0.197,Credit Card,Electronics,0,1,1
CUST12451,148,10,1,0.077,12.15,2532.61,0.382,COD,Electronics,0,0,0
CUST12452,225,7,2,0.307,9.63,1744.93,0.161,COD,Fashion,0,0,1
CUST12453,390,9,1,0.142,5.18,1633.47,0.35,COD,Beauty,0,0,0
CUST12454,32,6,0,0.06,16.87,947.45,0.388,COD,Beauty,0,0,0
CUST12455,44,10,1,0.096,6.72,2450.51,0.286,UPI,Footwear,1,0,0
CUST12456,268,9,5,0.507,1.72,3647.06,0.472,COD,Fashion,1,0,1
CUST12457,148,8,0,0.005,6.68,2940.16,0.313,COD,Mobiles,0,0,0
CUST12458,501,9,0,0.052,11.1,2874.73,0.118,Credit Card,Electronics,1,1,0
CUST12459,244,16,1,0.055,13.21,2333.48,0.623,Credit Card,Electronics,1,0,0
CUST12460,192,8,2,0.299,4.12,515.77,0.302,COD,Home & Kitchen,0,0,1
CUST12461,953,12,1,0.073,8.81,592.69,0.321,COD,Beauty,0,0,0
CUST12462,680,8,3,0.398,2.1,707.52,0.587,UPI,Electronics,0,0,1
CUST12463,102,12,0,0.023,6.1,1475.08,0.014,COD,Electronics,0,0,0
CUST12464,427,8,1,0.116,6.78,1358.85,0.545,Debit Card,Fashion,0,1,0
CUST12465,574,7,1,0.144,7.18,236.87,0.261,Debit Card,Mobiles,1,1,0
CUST12466,141,9,3,0.341,7.09,1214.35,0.225,COD,Electronics,0,0,1
CUST12467,17,9,0,0.055,10.43,740.2,0.414,UPI,Beauty,0,1,0
CUST12468,8,9,1,0.132,7.74,1955.51,0.335,Debit Card,Footwear,0,1,0
CUST12469,102,10,7,0.674,1.06,1209.8,0.474,Credit Card,Footwear,1,0,1
CUST12470,194,10,6,0.589,1.88,4669.38,0.543,UPI,Books,2,1,1
CUST12471,60,6,2,0.251,7.41,4507.81,0.061,Credit Card,Footwear,0,0,1
CUST12472,577,7,0,0.058,7.45,2703.43,0.167,COD,Footwear,0,0,0
CUST12473,172,6,1,0.145,6.67,1602.11,0.381,Debit Card,Home & Kitchen,0,0,0
CUST12474,741,12,1,0.048,2.26,3081.07,0.226,UPI,Footwear,0,0,0
CUST12475,602,6,1,0.167,6.42,1097.57,0.108,COD,Footwear,1,0,0
CUST12476,305,10,4,0.421,8.99,2460.42,0.038,UPI,Fashion,0,0,1
CUST12477,147,9,2,0.19,8.94,1314.41,0.088,COD,Footwear,0,0,0
CUST12478,258,5,2,0.372,1.06,1330.34,0.568,UPI,Footwear,1,0,1
CUST12479,65,9,2,0.272,10.04,2705.4,0.01,Wallet,Mobiles,0,1,1
CUST12480,633,9,2,0.208,1.36,4267.24,0.547,COD,Fashion,0,0,0
CUST12481,34,4,0,0.125,8.62,958.97,0.048,Credit Card,Electronics,1,0,0
CUST12482,60,9,1,0.101,9.31,1108.16,0.499,UPI,Electronics,0,0,0
CUST12483,319,6,2,0.386,1.94,601.68,0.711,COD,Fashion,2,0,1
CUST12484,387,10,1,0.126,6.95,1012.75,0.659,COD,Electronics,0,0,0
CUST12485,986,8,0,0.05,12.68,1316.83,0.351,Debit Card,Home & Kitchen,0,0,0
CUST12486,886,11,2,0.138,6.5,3048.63,0.035,Credit Card,Books,0,1,0
CUST12487,63,9,1,0.084,7.82,1921.08,0.091,Credit Card,Beauty,0,1,0
CUST12488,110,10,1,0.075,6.37,2006.44,0.358,Credit Card,Books,0,0,0
CUST12489,205,10,1,0.086,14.39,830.55,0.113,COD,Home & Kitchen,0,1,0
CUST12490,540,6,2,0.372,1.1,2310.19,0.451,UPI,Fashion,1,1,1
CUST12491,31,10,1,0.118,9.26,2508.36,0.184,Debit Card,Books,2,1,0
CUST12492,633,6,3,0.578,2.99,2560.43,0.659,Debit Card,Electronics,1,1,1
CUST12493,14,5,1,0.254,7.64,4922.41,0.062,UPI,Books,1,0,1
CUST12494,408,5,2,0.486,2.32,1424.04,0.534,Debit Card,Mobiles,0,0,1
CUST12495,1500,8,1,0.164,3.69,2588.76,0.361,Debit Card,Fashion,0,0,0
CUST12496,286,8,0,0.056,10.51,1206.98,0.052,UPI,Fashion,3,0,0
CUST12497,166,4,1,0.233,4.77,1156.98,0.486,COD,Footwear,3,1,1
CUST12498,6,9,1,0.125,10.08,1118.71,0.529,COD,Electronics,0,0,0
CUST12499,335,4,0,0.007,13.76,1004.0,0.27,COD,Home & Kitchen,0,0,0
CUST12500,401,11,2,0.211,8.28,479.39,0.146,COD,Mobiles,0,1,0
CUST12501,59,9,1,0.133,10.17,1035.68,0.357,COD,Footwear,1,1,0
CUST12502,234,6,1,0.188,4.78,338.74,0.29,UPI,Electronics,0,0,0
CUST12503,422,9,0,0.028,9.5,2863.64,0.232,UPI,Fashion,0,1,0
CUST12504,692,6,0,0.078,7.47,2121.14,0.089,Wallet,Fashion,0,0,0
CUST12505,1500,13,3,0.254,1.7,1916.74,0.429,UPI,Mobiles,0,0,1
CUST12506,28,9,0,0.021,12.46,2140.1,0.181,COD,Fashion,0,0,0
CUST12507,347,9,3,0.281,3.18,3623.57,0.479,COD,Mobiles,3,1,1
CUST12508,305,3,0,0.056,3.47,1529.41,0.408,Credit Card,Footwear,0,0,0
CUST12509,62,10,2,0.212,5.45,1673.58,0.298,Credit Card,Footwear,0,0,0
CUST12510,237,8,2,0.244,3.65,1088.23,0.139,UPI,Mobiles,0,0,1
CUST12511,53,10,4,0.386,1.96,2256.27,0.637,COD,Fashion,1,1,1
CUST12512,230,7,1,0.105,5.78,5894.49,0.528,COD,Fashion,1,0,0
CUST12513,97,10,2,0.155,5.72,839.19,0.359,Wallet,Fashion,0,0,0
CUST12514,236,3,1,0.242,6.96,4583.57,0.17,COD,Home & Kitchen,0,1,1
CUST12515,121,9,1,0.072,7.7,653.29,0.262,COD,Fashion,1,0,0
CUST12516,103,3,0,0.087,9.06,1665.72,0.097,Credit Card,Beauty,1,0,0
CUST12517,128,9,2,0.268,7.76,985.91,0.464,Credit Card,Home & Kitchen,1,0,1
CUST12518,346,10,2,0.167,7.7,1782.68,0.241,COD,Home & Kitchen,1,1,0
CUST12519,361,7,0,0.055,8.96,834.84,0.139,Credit Card,Beauty,1,1,0
CUST12520,209,7,0,0.0,11.42,3546.65,0.138,Credit Card,Books,0,1,0
CUST12521,197,8,0,0.034,16.09,2179.56,0.331,Wallet,Fashion,1,0,0
CUST12522,165,8,0,0.056,9.63,1526.71,0.069,COD,Electronics,0,1,0
CUST12523,20,5,1,0.155,5.07,1314.79,0.311,Debit Card,Electronics,1,1,0
CUST12524,227,4,1,0.287,4.34,4339.68,0.293,UPI,Home & Kitchen,0,0,1
CUST12525,683,12,1,0.111,10.91,2487.75,0.196,COD,Electronics,1,0,0
CUST12526,420,9,2,0.247,1.95,3670.74,0.172,Debit Card,Mobiles,1,1,1
CUST12527,504,11,0,0.017,7.38,1258.81,0.212,UPI,Beauty,1,0,0
CUST12528,471,4,1,0.23,5.79,2291.73,0.16,Debit Card,Footwear,0,0,1
CUST12529,80,7,1,0.174,8.32,416.68,0.303,Wallet,Home & Kitchen,0,1,0
CUST12530,532,8,2,0.287,8.06,577.46,0.187,COD,Home & Kitchen,1,0,1
CUST12531,483,7,2,0.295,7.5,3016.5,0.192,Debit Card,Beauty,0,1,1
CUST12532,180,9,2,0.176,10.06,2743.94,0.234,COD,Electronics,0,0,0
CUST12533,36,4,1,0.271,7.28,3562.69,0.271,COD,Beauty,0,0,1
CUST12534,5,6,0,0.022,13.61,546.59,0.259,UPI,Beauty,0,1,0
CUST12535,493,7,0,0.061,4.64,2526.77,0.34,COD,Fashion,0,1,0
CUST12536,11,4,1,0.154,10.39,2430.6,0.618,UPI,Books,0,1,0
CUST12537,543,11,0,0.002,6.73,1183.8,0.251,UPI,Fashion,0,1,0
CUST12538,95,8,1,0.15,14.0,5701.0,0.136,COD,Beauty,1,1,0
CUST12539,732,5,1,0.215,12.32,5601.21,0.393,COD,Fashion,1,0,0
CUST12540,783,9,2,0.273,2.16,278.44,0.577,COD,Electronics,0,0,1
CUST12541,25,12,2,0.186,7.79,5192.92,0.109,COD,Electronics,1,0,0
CUST12542,571,6,1,0.103,6.86,1137.97,0.225,UPI,Electronics,0,0,0
CUST12543,676,8,2,0.23,6.33,1710.4,0.469,COD,Fashion,0,0,1
CUST12544,116,6,1,0.086,6.92,1210.27,0.402,COD,Footwear,1,0,0
CUST12545,120,8,0,0.059,14.65,568.52,0.44,Wallet,Home & Kitchen,0,1,0
CUST12546,216,10,1,0.099,7.63,2806.44,0.047,COD,Footwear,0,1,0
CUST12547,329,8,4,0.473,2.23,3475.27,0.591,UPI,Footwear,1,1,1
CUST12548,165,10,0,0.029,12.22,158.24,0.125,Credit Card,Electronics,2,0,0
CUST12549,520,11,2,0.215,7.46,2422.41,0.115,UPI,Fashion,0,0,0
CUST12550,249,10,1,0.086,11.41,4324.64,0.433,Debit Card,Fashion,0,1,0
CUST12551,129,4,1,0.141,11.87,3906.06,0.286,Credit Card,Beauty,0,0,0
CUST12552,893,4,0,0.1,9.4,1003.79,0.329,COD,Beauty,0,0,0
CUST12553,870,9,2,0.186,7.54,1016.69,0.373,UPI,Fashion,0,0,0
CUST12554,1081,5,1,0.103,6.97,2196.36,0.185,Debit Card,Mobiles,0,0,0
CUST12555,210,7,0,0.033,9.18,2889.34,0.159,COD,Footwear,1,1,0
CUST12556,244,7,2,0.237,5.09,1492.59,0.213,COD,Mobiles,2,0,1
CUST12557,41,4,1,0.292,8.09,2502.19,0.29,Credit Card,Mobiles,1,0,1
CUST12558,1500,10,1,0.076,9.51,336.79,0.362,COD,Fashion,0,0,0
CUST12559,177,10,1,0.099,11.29,2345.75,0.458,COD,Fashion,0,0,0
CUST12560,227,8,2,0.265,1.88,1056.42,0.474,Credit Card,Electronics,0,0,1
CUST12561,564,10,3,0.264,1.56,1610.56,0.522,COD,Fashion,0,0,1
CUST12562,17,4,1,0.248,0.98,2408.86,0.408,Debit Card,Fashion,0,0,1
CUST12563,194,6,0,0.07,8.88,2376.43,0.121,UPI,Footwear,0,0,0
CUST12564,13,8,1,0.176,8.27,1370.28,0.448,Debit Card,Fashion,0,0,0
CUST12565,269,13,2,0.164,4.81,1134.5,0.494,COD,Fashion,0,0,0
CUST12566,52,8,3,0.327,2.72,1154.7,0.129,Debit Card,Home & Kitchen,2,1,1
CUST12567,62,10,0,0.047,15.71,4288.13,0.302,Credit Card,Beauty,0,0,0
CUST12568,443,6,1,0.215,6.01,2766.89,0.253,Debit Card,Beauty,1,1,0
CUST12569,27,7,1,0.192,1.39,296.21,0.248,COD,Fashion,0,0,0
CUST12570,120,7,1,0.072,8.74,350.62,0.177,COD,Fashion,0,0,0
CUST12571,118,3,0,0.015,8.71,1257.28,0.206,COD,Electronics,0,1,0
CUST12572,343,4,0,0.104,8.06,1772.48,0.32,Debit Card,Electronics,1,0,0
CUST12573,683,9,1,0.088,10.8,2670.15,0.387,UPI,Fashion,0,0,0
CUST12574,1500,8,1,0.172,6.72,2366.12,0.322,COD,Beauty,0,1,0
CUST12575,189,7,1,0.077,8.47,2156.34,0.32,COD,Electronics,0,0,0
CUST12576,78,6,5,0.776,3.01,1436.84,0.425,UPI,Fashion,2,1,1
CUST12577,220,7,1,0.117,7.79,2879.54,0.129,Credit Card,Footwear,2,0,0
CUST12578,163,7,0,0.048,12.75,980.1,0.111,Debit Card,Footwear,1,0,0
CUST12579,384,4,1,0.313,5.61,1798.05,0.417,UPI,Mobiles,0,0,1
CUST12580,223,11,1,0.062,4.58,1226.65,0.138,Credit Card,Mobiles,0,0,0
CUST12581,211,10,2,0.233,2.31,2014.48,0.425,COD,Beauty,1,1,1
CUST12582,583,8,1,0.12,11.93,1129.99,0.54,UPI,Fashion,0,1,0
CUST12583,220,8,2,0.21,6.48,1469.4,0.302,COD,Home & Kitchen,0,0,0
CUST12584,10,11,6,0.59,3.42,1745.19,0.244,COD,Fashion,1,1,1
CUST12585,121,6,1,0.099,11.74,2633.68,0.367,COD,Electronics,0,0,0
CUST12586,11,5,3,0.592,3.69,1208.56,0.545,UPI,Home & Kitchen,1,0,1
CUST12587,362,6,0,0.043,6.88,1305.62,0.215,COD,Fashion,1,0,0
CUST12588,241,13,5,0.369,1.93,2917.24,0.21,COD,Beauty,0,0,1
CUST12589,25,11,3,0.318,3.62,2097.47,0.173,UPI,Fashion,0,0,1
CUST12590,405,4,0,0.0,9.38,2526.33,0.112,COD,Fashion,0,1,0
CUST12591,47,8,1,0.155,8.67,2444.25,0.146,COD,Fashion,0,0,0
CUST12592,341,7,1,0.113,9.65,678.3,0.171,COD,Mobiles,2,0,0
CUST12593,140,4,2,0.498,3.3,1981.27,0.691,UPI,Beauty,3,0,1
CUST12594,100,5,0,0.092,5.13,1989.03,0.466,COD,Books,1,0,0
CUST12595,337,8,0,0.042,9.77,795.17,0.51,COD,Beauty,1,0,0
CUST12596,528,10,0,0.004,8.2,3739.53,0.306,Debit Card,Fashion,1,0,0
CUST12597,432,10,1,0.07,7.85,3600.0,0.196,Debit Card,Footwear,0,0,0
CUST12598,770,9,1,0.086,6.29,2179.64,0.344,Debit Card,Fashion,0,1,0
CUST12599,319,7,1,0.099,10.54,2784.77,0.19,UPI,Electronics,0,0,0
CUST12600,570,8,0,0.04,4.53,6325.13,0.244,UPI,Fashion,1,0,0
CUST12601,351,8,2,0.304,6.32,1209.03,0.163,Credit Card,Fashion,0,0,1
